p_id,agent_type,place,agent_mape
2019HU0139005-1212001,wrk_only,spanish_fork,25.315777220354406
2018HU1040376-3415502,wrk_only,herriman,25.315702644454714
2016000058318-1974901,wrk_only,west_valley_city,25.315625112422058
2015000085219-4375004,wrk_only,south_jordan,25.315507990567802
2015000738539-4432201,wrk_only,south_jordan,25.315143218014878
2016000308786-1500401,wrk_only,west_valley_city,25.314853434131084
2015000792597-1855002,wrk_only,murray,25.314666328373526
2016000000321-4074101,wrk_only,salt_lake_city,25.31463830265073
2019HU0704568-2530401,wrk_only,west_jordan,25.313925547217544
2017000610596-4899601,wrk_only,sunset,25.31379013822083
2019HU0666716-108602,wrk_only,west_valley_city,25.313658449482045
2018HU0518947-1606402,wrk_only,west_valley_city,25.313247212480395
2016000699870-916303,wrk__student,taylorsville,25.31324646823951
2019HU0242606-1010001,wrk__student,salt_lake_city,25.3130453340438
2016000722831-3837601,wrk_only,orem,25.31302932461325
2019HU1396714-4081702,wrk_only,sandy,25.312732027106765
2019HU1295908-4067402,wrk_only,riverton,25.31271407725934
2015001226810-2304203,wrk_only,west_valley_city,25.312203278577094
2015001009126-3662501,wrk_only,spanish_fork,25.312034996606485
2015000247735-1006901,wrk_only,salt_lake_city,25.311180875044215
2019HU0928754-3984201,wrk_only,taylorsville,25.311112304978504
2019HU1295771-3954201,wrk_only,draper,25.310792929502202
2019HU0012535-1356001,wrk_only,salt_lake_city,25.310594825812338
2015000477259-2681502,wrk_only,south_jordan,25.3103802452267
2019HU0142272-4593401,wrk_only,west_jordan,25.309948055142016
2015000731063-1492902,wrk_only,murray,25.309518629272397
2019HU1327199-676202,wrk_only,herriman,25.3093099757019
2019HU1252207-4828501,wrk__student,salt_lake_city,25.309299307934314
2019HU0304598-6903702,wrk_only,st_george,25.309257010163677
2015001370946-2876603,wrk_only,salt_lake_city,25.309228655994776
2019HU0856944-1762403,wrk_only,sandy,25.308886601229695
2019HU1043896-3637502,wrk_only,south_jordan,25.30848899791029
2016001127400-3566502,wrk_only,sandy,25.30843251535077
2015001039443-4117301,wrk_only,south_jordan,25.308008614410802
2016000764968-5068401,wrk_only,south_salt_lake,25.30723910392034
2015000835731-2734002,wrk_only,sandy,25.30665459770875
2015001078647-2686701,wrk_only,sandy,25.306504662497247
2015000935353-3535701,wrk_only,murray,25.306472457885732
2019HU0721776-2418501,wrk_only,millcreek,25.306334183190803
2015000307995-1391201,wrk_only,west_jordan,25.306128218644986
2017000628868-2468602,wrk_only,west_jordan,25.305909503111994
2019HU1093869-3512401,wrk_only,herriman,25.305830489324077
2015001194624-87401,wrk_only,south_jordan,25.30477988209296
2015000817544-422506,wrk_only,bluffdale,25.304727253232496
2015001249556-2059801,wrk_only,west_valley_city,25.30452476160747
2019HU1121336-2864603,wrk__student,salt_lake_city,25.30448302890885
2015000257029-1292804,wrk_only,spanish_fork,25.304105029188023
2018HU1375392-3840604,wrk_only,sandy,25.303469708016546
2015000641428-2045901,wrk_only,west_valley_city,25.303238485998364
2017000112586-2629002,wrk_only,sandy,25.302928445669657
2015000245097-695101,wrk_only,south_jordan,25.3028346563805
2018HU0839502-3070105,wrk_only,sandy,25.302795138229495
2016001381533-4222803,wrk_only,layton,25.302625616259345
2015000248882-115205,wrk_only,salt_lake_city,25.301516078414366
2019HU0293094-2526002,wrk_only,west_valley_city,25.300940433304262
2019HU0968862-1846408,wrk_only,west_jordan,25.300499228509814
2016000733863-1562801,wrk_only,murray,25.300395424575083
2015001276244-1402901,wrk_only,west_jordan,25.300171879450932
2019HU1112418-2334501,wrk_only,west_valley_city,25.30015156450492
2018HU0689889-2018001,wrk_only,west_valley_city,25.30002988811924
2019HU1264636-715701,wrk_only,west_valley_city,25.29955200364178
2019HU1332378-2949702,wrk_only,south_jordan,25.299249533248208
2015000452827-2137502,wrk_only,salt_lake_city,25.299150653513653
2016000072924-4160201,wrk_only,layton,25.299096168269603
2019HU0872409-879001,wrk_only,sandy,25.298245621595644
2016000625014-3570201,wrk_only,west_haven,25.29815473064321
2019HU0866825-3309801,wrk_only,taylorsville,25.297898895715775
2015000385463-1272101,wrk_only,sandy,25.297882770009313
2015001009043-2490102,wrk_only,west_valley_city,25.29784081598948
2017000663277-4341301,retired,unknown,25.297534101619277
2019HU1252187-2224503,wrk_only,draper,25.297524010627566
2015000510272-3515701,wrk_only,riverton,25.297319263394378
2015001025374-4471302,wrk_only,taylorsville,25.29703565901266
2016000947467-2077401,wrk_only,west_valley_city,25.297002256991252
2019HU1112593-4960703,wrk_only,south_jordan,25.296894591690055
2019HU0872409-3727002,wrk_only,sandy,25.296767643706907
2017001044143-4210402,wrk_only,spanish_fork,25.296166872881788
2015000189578-1318401,wrk_only,west_jordan,25.296033788923722
2015001255168-2733001,wrk_only,west_valley_city,25.295795070474536
2015001484797-1265102,wrk_only,riverton,25.295698839482473
2018HU0503391-2466802,wrk_only,west_valley_city,25.29549078658555
2015000890163-4438901,wrk_only,south_jordan,25.295144822390327
2015000876131-2909601,wrk_only,sandy,25.29511139787788
2019HU1362066-133606,student__age10_15,unknown,25.295043648458094
2016000206818-907801,wrk_only,taylorsville,25.29449589582991
2015000135823-555801,wrk_only,payson,25.294035684309495
2015000181887-677701,wrk_only,west_jordan,25.29353046061808
2019HU0737159-2402802,wrk_only,midvale,25.293213607747195
2015000357200-77901,wrk_only,south_jordan,25.2931953857709
2019HU1199136-3639901,wrk_only,sandy,25.29294296584339
2017001223319-2277103,wrk_only,west_valley_city,25.292133054648435
2016000351820-2846201,wrk_only,magna,25.29208945071811
2019HU0967818-5075602,wrk_only,roy,25.292019197964887
2019HU1238111-2664604,wrk_only,west_valley_city,25.2919042773025
2016000515325-4656203,wrk_only,taylorsville,25.291600165950808
2015001218392-2380902,wrk_only,millcreek,25.291352068966926
2017000203949-2783501,wrk_only,plain_city,25.29074143721332
2019HU1210491-2680101,wrk_only,west_valley_city,25.290437703192286
2016000831375-1147602,wrk_only,west_jordan,25.29037034805164
2016000569387-1281101,wrk_only,riverton,25.290191089482907
2019HU0773874-1869801,wrk_only,west_jordan,25.289748823742066
2019HU0661262-3377402,wrk_only,sandy,25.289640892850745
2015000049598-2885201,wrk_only,draper,25.28955777166712
2015000426281-3538001,wrk_only,south_jordan,25.289352755232386
2019HU0574287-3049201,wrk_only,south_jordan,25.28911818755259
2016000040526-1194101,wrk_only,ogden,25.289103951296966
2017000379342-882601,wrk_only,ogden,25.289059714018947
2017000330305-6835001,wrk_only,st_george,25.288549392038774
2017000581940-2016003,wrk_only,west_valley_city,25.28813383587782
2015001241810-2814101,wrk_only,west_jordan,25.287984881002355
2015001240273-2411901,wrk_only,west_jordan,25.287848097120975
2015000139752-557001,wrk_only,west_valley_city,25.28750503396519
2015000568937-5057901,wrk_only,salt_lake_city,25.287354674992617
2016000056755-4134401,wrk_only,south_jordan,25.28731795393049
2016000040155-6796704,student__age10_15,st_george,25.287101112853815
2018HU1336861-2503601,wrk_only,west_jordan,25.286992028014037
2016000943542-3047202,wrk_only,syracuse,25.286199121039992
2016001036295-468207,wrk_only,bluffdale,25.286129099085798
2015000357367-2285106,wrk_only,west_jordan,25.286068894144144
2015000351625-3097801,wrk_only,sandy,25.285383549914624
2016000710356-3080102,wrk_only,provo,25.285138572972343
2015000365306-6774204,wrk__student,st_george,25.28471769459326
2016001281754-1234102,wrk_only,spanish_fork,25.284081391707314
2015000284794-1548902,wrk_only,west_jordan,25.28356962475689
2016000340058-3072801,wrk_only,provo,25.283435865446485
2016000625413-4552403,wrk_only,roy,25.28278640231295
2017000334068-1688004,wrk_only,west_jordan,25.28263098030067
2016000734409-4561902,wrk__student,south_jordan,25.282326628993772
2016000460872-814301,wrk_only,sandy,25.282242059253996
2015000031008-6402201,wrk_only,murray,25.28160400700219
2015000520883-2284701,wrk_only,holladay,25.28132695891013
2015000482256-406601,wrk_only,south_jordan,25.281280542157987
2018HU0119592-4737901,wrk_only,south_jordan,25.281075726859605
2015000547726-3106901,wrk_only,south_jordan,25.28103057260601
2019HU0835186-1360302,wrk_only,murray,25.280926877937755
2018HU0288397-1112101,wrk_only,santa_clara,25.280160040011108
2015000855594-3299401,wrk_only,south_jordan,25.28004900469077
2019HU0357333-2074501,wrk_only,west_valley_city,25.27997098214615
2016000097951-2913101,wrk_only,draper,25.279955524471276
2019HU1071205-2524701,wrk_only,west_valley_city,25.27993269435107
2015000939542-2123601,wrk_only,west_jordan,25.279884829763844
2018HU1339070-696903,wrk_only,west_valley_city,25.279584112511216
2015000098846-1075305,wrk_only,west_jordan,25.279488497864875
2018HU1120604-2026701,wrk_only,ogden,25.279426551467765
2015000920087-854201,wrk_only,eagle_mountain,25.279300359197
2015001389844-4143301,wrk_only,salt_lake_city,25.279067169506515
2015000302204-6901,wrk_only,murray,25.278498245558044
2019HU0267236-1383102,wrk_only,taylorsville,25.27758154962365
2015001490429-1623201,wrk_only,sandy,25.277125465697694
2019HU0850515-1707001,wrk_only,west_valley_city,25.27683458787636
2017000340383-3622901,wrk_only,provo,25.27652290187931
2016000263568-2312703,wrk_only,west_valley_city,25.27598133762693
2015000763070-491601,wrk_only,springville,25.27579364594607
2019HU0075987-1967102,wrk_only,west_valley_city,25.275364793542376
2017000924907-813102,wrk_only,south_jordan,25.2753033226299
2015001273931-4650602,wrk_only,roy,25.27527968431757
2016001124473-488201,wrk__student,west_valley_city,25.27511781259483
2015001291036-311401,wrk_only,west_jordan,25.274087110501142
2015000309218-2545601,wrk_only,west_jordan,25.27404490058729
2019HU1399060-3483101,wrk_only,holladay,25.27382540031583
2015000419463-2484602,wrk_only,west_valley_city,25.273402112499994
2016000150190-1269601,wrk_only,riverton,25.273356551551295
2015000766954-4695101,wrk_only,salt_lake_city,25.27328956536539
2016001209901-1870002,wrk_only,millcreek,25.27289552413289
2015000555273-5134101,wrk_only,millcreek,25.272844932007114
2015000881898-998301,wrk_only,west_jordan,25.272292408335034
2019HU0257145-3217601,wrk_only,west_valley_city,25.272278366255417
2015000247873-2178701,wrk_only,west_valley_city,25.27223813957696
2015001289009-2205604,wrk_only,west_jordan,25.272228054308037
2017000038440-104302,wrk_only,south_jordan,25.27187442351999
2015000020930-1777602,wrk_only,west_valley_city,25.27186890105589
2019HU0866348-1935001,wrk_only,midvale,25.27178834639987
2015000084037-3264602,wrk_only,mona,25.270851234421166
2015000089457-5078302,wrk_only,west_jordan,25.270770991611162
2019HU1194252-1909202,wrk_only,west_jordan,25.26973451646461
2016000007826-1535304,wrk__student,sunset,25.269645736895274
2016000905113-754001,wrk_only,south_jordan,25.26921739436247
2015001171666-3746402,wrk_only,murray,25.269043580865368
2017000359418-3964101,wrk_only,riverton,25.26898331112936
2019HU1211138-1455203,student__age05_09,unknown,25.268681694575225
2016000073038-1661002,wrk_only,west_valley_city,25.26854815358992
2016000716671-6642602,wrk_only,salt_lake_city,25.26852310531607
2016000030966-1735001,wrk_only,west_jordan,25.268514805827703
2016000042292-1573602,wrk_only,millcreek,25.268139904544867
2019HU1151785-2234701,wrk_only,taylorsville,25.26768276814512
2015000301821-4159002,wrk_only,west_valley_city,25.267658445437274
2015001257675-162401,wrk_only,west_valley_city,25.26736502840888
2015000415035-477002,wrk_only,salt_lake_city,25.267270969886724
2019HU1179074-1911801,wrk_only,west_valley_city,25.267216887454563
2019HU0437225-968303,wrk_only,herriman,25.26716365241847
2019HU0481325-600002,wrk_only,bluffdale,25.26693351694755
2017001364968-2943502,wrk_only,west_point,25.266866231336536
2018HU1183258-4450503,wrk_only,unknown,25.266643260214554
2016001037761-3952501,wrk_only,riverton,25.26609541329562
2017000771856-3676907,wrk__student,clearfield,25.26597641051673
2015001027909-726004,wrk_only,payson,25.26576287372093
2016000535694-795901,wrk_only,ogden,25.265647371408306
2017001373409-4185502,wrk__student,washington_terrace,25.26558340947916
2016000092861-3656602,wrk_only,sandy,25.264526801359565
2015000425192-3550801,wrk_only,taylorsville,25.264162646798898
2015000103122-4325401,wrk_only,south_salt_lake,25.26366663836183
2015000118050-2283101,wrk_only,millcreek,25.263025983428268
2015000738391-2654402,wrk_only,syracuse,25.262919860100286
2015000482256-228602,wrk_only,sandy,25.26282140654227
2016001177217-1391702,wrk__student,provo,25.26264065043578
2015000716457-2582403,wrk_only,south_jordan,25.26261950336124
2016000008028-1967702,wrk_only,unknown,25.262213320748955
2015000993917-1036101,wrk_only,riverton,25.26210378575463
2015001385785-3524702,wrk_only,south_jordan,25.261975043207585
2018HU1126894-1376201,wrk_only,sunset,25.26191192401768
2016001026699-3578001,wrk_only,santaquin,25.261898184094996
2016001141617-3183601,wrk_only,taylorsville,25.261821448273423
2015000240995-114901,wrk_only,salt_lake_city,25.261611826867835
2018HU0442119-2969701,wrk_only,west_jordan,25.261580238055082
2015001065560-2403602,wrk_only,south_jordan,25.261514681267993
2017001168837-2114901,wrk_only,west_valley_city,25.261509763805712
2016001037258-6501501,wrk_only,salt_lake_city,25.261291960183225
2018HU0782358-175001,wrk_only,riverside,25.261218693474536
2017001361136-27902,wrk_only,west_valley_city,25.261124970997113
2016000128672-3562802,wrk_only,south_jordan,25.260897569796768
2017000225568-3382702,wrk_only,syracuse,25.26047740576721
2015001074319-1473401,wrk_only,sandy,25.26008756532154
2015000333445-4088201,wrk_only,spanish_fork,25.260047000956426
2015000247657-3570201,wrk_only,salt_lake_city,25.259837857774432
2016000494656-1409102,wrk_only,taylorsville,25.259388728372894
2015000716032-3761102,wrk_only,riverton,25.259301656049743
2015000213294-5175303,wrk__student,riverton,25.25904900257066
2019HU0258090-2269702,wrk_only,millcreek,25.25903405061306
2015000050301-202,wrk_only,west_jordan,25.25900350777323
2015000084037-4317204,student__age05_09,unknown,25.25867104127166
2019HU0996905-4296101,wrk_only,west_valley_city,25.258623519787854
2015001028808-366805,wrk_only,west_jordan,25.25860048827256
2018HU0886288-884601,wrk_only,south_jordan,25.258575580443065
2019HU0005593-1893302,wrk_only,west_valley_city,25.25808753579113
2015001422414-1407204,wrk_only,spanish_fork,25.25777550042521
2015000232965-1028201,wrk_only,riverton,25.257691769614077
2019HU1147955-2321301,wrk_only,holladay,25.25701894493813
2016000874570-2250701,wrk_only,kearns,25.256827867307436
2018HU0964699-836801,wrk_only,west_valley_city,25.25661237928945
2015001068995-3259304,wrk_only,orem,25.25658542716255
2015000610563-248802,wrk_only,west_valley_city,25.256451047056427
2015000433247-2001301,wrk_only,midvale,25.256447744702786
2017000287090-2927401,wrk_only,west_point,25.25584157609587
2019HU0653025-5233103,wrk_only,riverton,25.255430691733483
2015000402483-3201101,wrk_only,south_jordan,25.255227296265637
2015000041604-2295704,wrk_only,west_valley_city,25.25447342034277
2018HU0437041-669201,wrk_only,payson,25.254446054799544
2015001461532-4438605,wrk_only,salem,25.253928548766364
2016000574459-1281102,wrk_only,sandy,25.253634879778353
2015000919952-1902905,wrk_only,west_jordan,25.253355499564755
2018HU0384374-6841501,wrk_only,midway,25.253238582016017
2018HU0553325-96105,wrk_only,salt_lake_city,25.253078908772412
2015001325537-4498003,wrk__student,south_jordan,25.252785492010087
2015000655857-4444203,wrk__student,salt_lake_city,25.252318403066603
2016000483620-2862801,wrk_only,west_valley_city,25.25176460810591
2017000132661-3591001,wrk_only,west_jordan,25.25157954950134
2015000716457-2582505,wrk_only,south_jordan,25.251479251451446
2016001089633-4232502,wrk_only,roy,25.251300346679518
2015000433247-267602,wrk_only,cottonwood_heights,25.25115388830661
2015001249556-2059102,wrk__student,west_valley_city,25.250913956027787
2015001289689-3524103,wrk_only,riverton,25.2507717145241
2019HU1360669-2286303,wrk_only,midvale,25.250402676840867
2015000901851-3869601,wrk_only,draper,25.249549787627735
2019HU1148184-3517201,wrk_only,herriman,25.249388443259917
2015001097477-3767102,wrk_only,riverton,25.249252265748694
2015000644317-3995401,wrk_only,salt_lake_city,25.249238803699797
2015000996240-1248002,wrk_only,herriman,25.24914994076311
2015000316653-2137301,wrk_only,murray,25.24881409738961
2019HU1103559-4610501,wrk_only,taylorsville,25.24849735896961
2015000614218-3117502,wrk_only,herriman,25.248461762719682
2016001230725-3568002,wrk_only,south_jordan,25.24823004452842
2019HU1053972-3727901,wrk_only,sandy,25.248168092188294
2015000210662-522603,wrk_only,sandy,25.24785172757824
2015000205669-2745401,wrk_only,holladay,25.24733605992135
2019HU1001332-1792301,wrk_only,west_jordan,25.24728703360149
2015000628739-803601,wrk_only,sandy,25.247191079778098
2015000509452-80901,wrk_only,south_jordan,25.24672649863991
2015000720817-2034302,wrk_only,draper,25.246395845792218
2015000865840-3743702,wrk_only,murray,25.24609613283127
2015001293953-4275501,wrk_only,south_salt_lake,25.24606442942631
2018HU0837792-1863801,wrk_only,west_valley_city,25.246061170357102
2019HU1293764-1910901,wrk_only,west_jordan,25.24571875076851
2019HU0495873-5971702,wrk_only,murray,25.244185984335854
2016000200725-3031101,wrk_only,sandy,25.244178894522317
2016000022335-3718502,wrk_only,clearfield,25.243796765541802
2016000094290-431201,wrk_only,west_jordan,25.243760516070008
2019HU1405669-2533201,wrk_only,west_valley_city,25.24363876255341
2017000893875-372202,wrk_only,riverton,25.243494708858027
2016000953020-1229904,wrk_only,eagle_mountain,25.243198982912613
2018HU0010147-30002,wrk__student,west_valley_city,25.243154210599755
2019HU1153754-5906401,wrk_only,south_salt_lake,25.242714986955605
2015000036483-402,wrk_only,west_valley_city,25.242249027772363
2015000375409-3319301,wrk_only,salt_lake_city,25.242107150845143
2015000030423-5126501,wrk_only,millcreek,25.24103877595981
2015000502984-203002,wrk_only,springville,25.24099162888972
2015000202667-3097602,wrk_only,herriman,25.24085908649662
2015000353971-3060502,wrk_only,west_jordan,25.2404734005789
2019HU0298082-3390701,wrk_only,taylorsville,25.24039452683502
2015000139407-398902,wrk_only,south_jordan,25.24032788849747
2015001260021-4483001,wrk_only,south_jordan,25.24005354745175
2015000826466-4433901,wrk_only,south_jordan,25.23981702057468
2015000877138-3132201,wrk_only,herriman,25.239763301362235
2016000698931-1572603,wrk__student,west_jordan,25.23950710682734
2015001141455-2119402,wrk_only,taylorsville,25.239341993468056
2015000934600-1585803,wrk_only,sandy,25.239219195110174
2019HU1354496-4146201,wrk_only,taylorsville,25.23913021867968
2015000448556-4353101,wrk_only,salem,25.239018699949916
2015000882761-3591901,wrk_only,murray,25.238559202417317
2015000461628-3515202,wrk_only,south_jordan,25.237930513167907
2015000610867-1309501,wrk_only,salt_lake_city,25.23789935937269
2015000576197-4835001,wrk_only,salt_lake_city,25.23782986000141
2015001324778-3925102,wrk_only,taylorsville,25.237684680825396
2019HU1009203-2953002,wrk_only,sandy,25.237455240944495
2018HU0613853-900503,wrk_only,south_salt_lake,25.237244901486655
2015001443792-367602,wrk_only,west_valley_city,25.236896716604445
2015000770420-6130002,wrk_only,murray,25.236242999248624
2015000242620-568701,wrk_only,ogden,25.236069391425964
2015001479532-1216703,wrk_only,sandy,25.23480171867728
2016000171271-5252602,wrk_only,riverton,25.234661138873616
2019HU1343775-4413201,wrk_only,west_valley_city,25.234594753523165
2019HU0938013-1651602,wrk_only,west_jordan,25.233969837894843
2016000659081-2150001,wrk_only,draper,25.233712697347194
2019HU1025274-410602,wrk_only,west_jordan,25.233277391520982
2019HU1078951-2731401,wrk_only,kearns,25.232860286799035
2015000716032-2997302,wrk_only,south_jordan,25.232680487627796
2015000213294-5175301,wrk_only,riverton,25.23247270281597
2018HU1261585-2719601,wrk_only,south_jordan,25.232311455941975
2019HU1386668-751801,wrk_only,cottonwood_heights,25.23229092630295
2019HU1022111-1606302,wrk_only,murray,25.23224192179502
2015000928053-2382001,wrk_only,west_valley_city,25.232211426488654
2016001196688-1301902,wrk_only,unknown,25.232169769118844
2015000501194-4020901,wrk_only,sandy,25.23152039579694
2019HU1341181-1033801,wrk_only,cottonwood_heights,25.23151845321085
2018HU0950200-2939801,wrk_only,sandy,25.231507956549287
2018HU1264021-1701503,wrk_only,west_valley_city,25.231187324981786
2016001222401-86901,wrk_only,ogden,25.23105569874305
2016000036113-3579001,wrk_only,tooele,25.230663237062913
2015001327299-2381502,wrk_only,millcreek,25.230544133643345
2019HU1349397-2372801,wrk_only,salt_lake_city,25.23044693405715
2015001490513-4447802,wrk_only,south_salt_lake,25.230014168584137
2019HU1105219-3102901,wrk_only,salt_lake_city,25.22959517663433
2019HU1281731-830802,wrk_only,west_valley_city,25.229174550597914
2015001444877-2483303,wrk_only,west_jordan,25.229171136803807
2015000633912-2795002,wrk_only,west_jordan,25.228564545875287
2016001214086-2738504,wrk_only,south_jordan,25.227642871134243
2016000975110-3026701,wrk_only,magna,25.227084486686476
2018HU0562781-2579503,wrk_only,west_valley_city,25.22640204954391
2019HU0789515-1563801,wrk_only,west_valley_city,25.226193146914955
2019HU0160193-4017402,wrk__student,provo,25.226074350091075
2017001022136-1426501,wrk_only,taylorsville,25.22577679999303
2015000139752-938804,wrk__student,west_valley_city,25.225107364503234
2016001188795-687401,wrk_only,west_jordan,25.224914316746812
2016000953020-862304,wrk_only,eagle_mountain,25.224542956396114
2018HU0678855-4222901,wrk_only,salem,25.224233199029634
2015000154907-2230701,wrk_only,draper,25.22410092776909
2015000379391-56901,wrk_only,salt_lake_city,25.22363613070186
2015000789375-1623101,wrk_only,west_valley_city,25.223507201375885
2019HU1200173-3164002,wrk_only,west_valley_city,25.22312213844506
2018HU0723864-5790002,wrk_only,south_salt_lake,25.222999863134778
2015001461562-6793703,student__lf_elig,st_george,25.22272897203559
2015000338387-6275103,wrk__student,emigration_canyon,25.22241809863618
2015000505594-965801,wrk_only,sandy,25.22240390700138
2016000433583-2547203,wrk_only,west_valley_city,25.222111296351667
2019HU1126061-231701,wrk__student,midvale,25.221848694575637
2016000147925-3853402,wrk_only,taylorsville,25.221819747612255
2015000197272-3093301,wrk_only,west_valley_city,25.221404744484623
2015000553960-165702,wrk_only,granite,25.22131296591153
2016000054677-3153401,wrk_only,sandy,25.221251215787298
2018HU0717971-4057101,wrk_only,roy,25.22105798276832
2016000772744-2243301,wrk_only,west_jordan,25.22084718454063
2016001100964-1090301,wrk_only,sandy,25.22065544195926
2017000723403-7144001,wrk_only,silver_summit,25.220616311650208
2019HU0716661-4916001,wrk_only,south_jordan,25.22042982093373
2015000607945-2477901,wrk_only,west_jordan,25.220055314674315
2018HU1005779-5731401,wrk_only,timber_lakes,25.21995577590525
2015000902560-3378306,student__lf_elig,riverton,25.2195780279243
2016000226012-5254603,wrk__student,riverton,25.219245818621754
2016000024547-4914701,wrk_only,millcreek,25.219020027012185
2016000055100-4345701,wrk_only,sandy,25.21899474352284
2017000703153-1540002,wrk__student,saratoga_springs,25.21894409655518
2015000698664-250601,wrk_only,west_valley_city,25.218836285001327
2016000457802-2874401,wrk_only,west_jordan,25.218792351998676
2015000635443-1278101,wrk_only,eagle_mountain,25.21763750336092
2015000056734-2960101,wrk_only,salt_lake_city,25.21746291753842
2015001396940-2049701,wrk_only,west_valley_city,25.21667123708492
2018HU0744147-1084602,wrk__student,provo,25.21631737981935
2019HU1108994-4220001,wrk_only,west_valley_city,25.216105500793862
2019HU0275117-2945001,wrk_only,sandy,25.215614175740846
2019HU0654730-3658201,wrk__student,murray,25.215506103410434
2016000305420-4195302,wrk_only,spanish_fork,25.215332841561583
2015000236871-2475902,wrk_only,west_jordan,25.215217826704468
2015000299033-3196801,wrk_only,magna,25.21517261481986
2019HU0242606-1873301,wrk__student,salt_lake_city,25.214984995903496
2015000031368-268301,wrk_only,sandy,25.214549577851813
2017001236258-4901406,wrk_only,roy,25.21449348980636
2015001169089-3453501,wrk_only,south_jordan,25.214467353414012
2019HU0589625-3805601,wrk_only,murray,25.214287563184207
2015000085219-4373703,wrk_only,south_jordan,25.214217583093497
2019HU0737159-1932302,wrk_only,midvale,25.214215452389627
2019HU0408864-1413102,wrk_only,white_city,25.214178019946704
2016000262635-4641403,wrk_only,south_salt_lake,25.21394617946195
2019HU0877706-1503502,wrk_only,riverton,25.213505574080102
2017000702769-918901,wrk_only,eagle_mountain,25.213490943931856
2015001494585-986202,wrk_only,murray,25.21332688606752
2016000146776-3400601,wrk_only,sandy,25.212779257794498
2017000068331-3470101,wrk_only,south_jordan,25.212413346382462
2015000695020-1731301,wrk_only,west_jordan,25.21234208158214
2017000273686-1660802,wrk_only,provo,25.212286053277648
2015001076221-2088001,wrk_only,millcreek,25.21207366888666
2015001280133-4001102,wrk_only,salt_lake_city,25.211887452970544
2019HU1276319-1534702,wrk_only,herriman,25.211519075422817
2016000113004-2675501,wrk__student,west_valley_city,25.21117026996236
2015000582501-1306201,wrk__student,salt_lake_city,25.21060948633471
2019HU1055021-3026302,wrk_only,draper,25.21024203741148
2019HU1054456-2784701,wrk__student,salt_lake_city,25.210196501824445
2017000406029-3385704,wrk_only,syracuse,25.210123549128227
2019HU0348988-4347104,wrk_only,west_valley_city,25.2099305955904
2015000667800-3297602,wrk_only,south_jordan,25.209142000384038
2017001276719-536602,wrk_only,payson,25.209011214226816
2015000783478-4302702,wrk_only,west_valley_city,25.20871105269916
2017000324692-3433702,wrk_only,tooele,25.208532591740802
2016000242836-2918001,wrk_only,draper,25.20808378224616
2018HU0220863-3522101,wrk__student,tooele,25.208025484769546
2018HU0155265-1645001,wrk_only,sandy,25.20791366742528
2015000295239-4054701,wrk_only,taylorsville,25.20788261783064
2017001314841-114806,wrk_only,unknown,25.20775950519292
2015000402483-3294903,wrk__student,south_jordan,25.20773439387843
2015000122522-2174509,wrk_only,west_valley_city,25.207692999918397
2016000349805-3566401,wrk_only,west_jordan,25.206922702301927
2017000028472-2895002,wrk_only,west_jordan,25.206683153955012
2018HU0464912-598602,wrk_only,herriman,25.2064005318399
2016000796177-150703,wrk_only,west_jordan,25.206143664065166
2016001228286-3694501,wrk_only,salt_lake_city,25.205404940381914
2019HU1303862-2126402,wrk_only,salt_lake_city,25.20536958183533
2015000513900-4229102,wrk__student,sandy,25.205328477179346
2019HU0278160-2073101,wrk_only,west_valley_city,25.20524125587868
2016000265249-5334402,wrk_only,murray,25.204691726454715
2015000160663-420602,wrk_only,west_jordan,25.204427080757423
2019HU1324645-4615002,wrk_only,south_salt_lake,25.203894921436703
2016000898614-1023201,wrk_only,ogden,25.2035042872284
2015000495093-2631901,wrk_only,west_valley_city,25.202712341988452
2015000538299-248201,wrk_only,west_valley_city,25.20267197064313
2017001048646-6851701,wrk_only,st_george,25.20232731908289
2015001073014-534602,wrk_only,salt_lake_city,25.201389989231654
2015000344085-1362802,wrk_only,eagle_mountain,25.201240834617135
2015000886138-1367104,wrk_only,salt_lake_city,25.201081731007207
2019HU1205568-408102,wrk_only,riverton,25.201057063516156
2015000238800-2327902,wrk_only,stansbury_park,25.200677635527374
2017000349224-1311704,wrk_only,spanish_fork,25.200536311222166
2015000606342-3413306,youth__age_under05,unknown,25.200425115237984
2018HU0113855-2161902,wrk_only,orem,25.200265132576877
2018HU1351823-2929503,wrk_only,west_valley_city,25.20014473835609
2018HU0298057-6568202,wrk_only,salt_lake_city,25.199588135762436
2016000039765-3166101,wrk_only,herriman,25.19947098006181
2017000674237-918503,wrk_only,eagle_mountain,25.19931235482047
2019HU1033814-343202,wrk_only,unknown,25.19919832924365
2015000698086-3670701,wrk_only,genola,25.199037272659385
2015001348179-3023501,wrk_only,taylorsville,25.198923514265932
2017000180792-930401,wrk_only,provo,25.1984610104932
2019HU1282705-716202,wrk_only,west_valley_city,25.198125618503653
2016000098461-1733504,wrk_only,west_valley_city,25.197996797172223
2015000183530-5203901,wrk_only,millcreek,25.197844438961226
2015000438742-1275801,wrk__student,eagle_mountain,25.197244998644113
2017000323692-3854504,wrk_only,riverton,25.196794045433197
2018HU1323842-3278401,wrk__student,magna,25.196668141482437
2017000401583-1313301,wrk_only,eagle_mountain,25.196348043305246
2016000782103-1285403,student__age10_15,unknown,25.195058720280418
